,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR,,,,,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR
,"581,210613250732","14,1391754150391","1194,26321983337","103,099346160889","134,526491165161","2325,37770271301","1103,51347923279","77,6689052581787",,,,,,,,,,,,
,"147,274017333984","14,9486064910889","1807,6434135437","1369,31467056274","142,549753189087","12,4876499176025","1010,88356971741","76,7588615417481",,,,,,,,,,,,
,"126,724720001221","14,5490169525146","1758,8427066803","754,29105758667","136,319398880005","11,7611885070801","1015,75636863709","73,7855434417725",,,,,,,,,,,,
,"126,139402389526","8,93664360046387","1161,7751121521","2805,62138557434","136,750936508179","6,80971145629883","1086,83228492737","67,3074722290039",,,,,,,,,,,,
,"125,194311141968","12,4785900115967","1932,16300010681","621,54221534729","134,328365325928","7,90166854858398","1409,03282165527","83,298921585083",,,,,,,,,,,,
,"127,388715744019","15,1059627532959","1154,69074249268","89,0181064605713","146,637678146362","7,5221061706543","1557,83820152283","85,6025218963623",,,,,,,,,,,,
,"126,583337783813","14,2557621002197","4257,02619552612","164,227724075317","133,933544158936","5,59067726135254","1340,08455276489","138,705015182495",,,,,,,,,,,,
,"126,86562538147","11,4874839782715","1189,38732147217","1559,61155891418","137,279510498047","14,5561695098877","1377,6581287384","2875,9400844574",,,,,,,,,,,,
,"136,834859848022","12,871265411377","1166,66555404663","707,191467285156","138,904571533203","11,9819641113281","1019,06418800354","145,492553710938",,,,,,,,,,,,
,"135,239362716675","20,3759670257568","1798,46286773682","544,91114616394","143,778800964355","12,2871398925781","1019,7331905365","97,1574783325195",,,,,,,,,,,,
,"182,773590087891","14,7747993469238","1793,39647293091","73,8742351531982","168,763637542725","12,73512840271","1456,58946037292","113,590478897095",,,,,,,,,,,,
,"161,986827850342","14,9638652801514","1744,72165107727","2269,46449279785","178,307771682739","15,6705379486084","1358,92915725708","74,2499828338623",,,,,,,,,,,,
,"121,75464630127","19,2422866821289","1226,66573524475","577,560663223267","574,812650680542","14,7440433502197","1116,18447303772","68,9761638641357",,,,,,,,,,,,
,"747,646808624268","12,603759765625","1745,83101272583","82,9727649688721","246,973276138306","11,8949413299561","1057,57236480713","69,7667598724365",,,,,,,,,,,,
,"2142,94624328613","15,4547691345215","1237,44463920593","2252,16603279114","164,87979888916","10,577917098999","4175,29058456421","537,986278533936",,,,,,,,,,,,
,"727,296113967896","16,9365406036377","1749,14908409119","600,281238555908","119,37427520752","13,1030082702637","1397,90081977844","139,379978179932",,,,,,,,,,,,
,"2896,31056785583","12,8717422485352","1233,00004005432","72,9668140411377","517,186164855957","15,1538848876953","1019,40250396729","1256,66117668152",,,,,,,,,,,,
,"11363,3117675781","11,6231441497803","1806,14280700684","127,594232559204","181,96439743042","16,4344310760498","1045,0119972229","74,6769905090332",,,,,,,,,,,,
,"3486,55915260315","11,5835666656494","1243,1206703186","124,074220657349","136,205911636353","17,012357711792","1399,90139007568","72,3333358764648",,,,,,,,,,,,
,"147,507190704346","12,4037265777588","1771,71611785889","2151,79491043091","716,090202331543","537,524938583374","994,684219360352","480,303764343262",,,,,,,,,,,,
,"134,901285171509","14,1305923461914","1763,65327835083","2661,10229492187","241,922855377197","68,462610244751","1406,26239776611","75,9878158569336",,,,,,,,,,,,
,"137,295246124268","14,3141746520996","1199,60951805115","76,9040584564209","6286,93437576294","55,3164482116699","993,334531784058","144,068717956543",,,,,,,,,,,,
,"135,775327682495","15,3253078460693","1874,37057495117","185,400724411011","163,548707962036","2421,30994796753","1002,52938270569","2242,07139015198",,,,,,,,,,,,
,"135,133504867554","17,4593925476074","1679,36563491821","121,195316314697","160,765171051025","16,8070793151855","1171,67782783508","417,140483856201",,,,,,,,,,,,
,"135,878324508667","16,8147087097168","1866,38641357422","75,8976936340332","177,013158798218","61,6347789764404","2919,14749145508","71,9244480133057",,,,,,,,,,,,
,"136,590003967285","13,1311416625977","1724,11966323853","70,7094669342041","610,691785812378","56,0989379882813","994,093179702759","70,2426433563232",,,,,,,,,,,,
,"138,095855712891","11,9013786315918","1182,86538124084","71,9184875488281","1540,45152664185","44,2750453948975","986,86695098877","74,1753578186035",,,,,,,,,,,,
,"133,718490600586","11,7371082305908","4391,25418663025","654,727697372437","498,862504959106","42,3099994659424","1034,74974632263","68,5491561889648",,,,,,,,,,,,
,"137,655973434448","13,1049156188965","1245,29099464417","633,378982543945","225,878000259399","32,3376655578613","1023,20957183838","2452,53276824951",,,,,,,,,,,,
,"137,656450271606","13,1852626800537","1780,29298782349","77,0523548126221","153,489112854004","2416,76783561707","1055,62019348145","2754,03261184692",,,,,,,,,,,,
